,Review,Category,Drug,category_id
1961," I have put on nearly a stone in six months, I am also being tested for ADHD, I am 48 yrs old and have had this from when I was a child, when you have grown up with this you do not know any different until you become very ill, sorry for the rambling not sure if it makes sense",Adverse,Divalproex,1
1962,"""Love it",Effective,Divalproex,0
1963,"""Depakote in use with Zyprexa has given me my life back",Effective,Divalproex,0
1964,"  I haven't felt this ""normal"" in many years",Effective,Divalproex,0
1965,This one has the least side effects of them all,Effective,Divalproex,0
1966,People tell me my behavior has vastly improved on Depakote,Effective,Divalproex,0
1967," Personally, for me, Depakote has been a life saver, I didn't want to live with it but find I can not live without it",Effective,Divalproex,0
1968,I was reading all the comments here and I am definitely going to speak with my neurologist about taking me off my Depakote ER and possibly put a different epilepsy medicine,Ineffective,Divalproex,2
1969,I was reading through here and many side effects others was or is having with Depakote,Adverse,Divalproex,1
1970," I have much confusion, literally loosing my memory, can't concentrate or focus, migraine headaches have got so bad since I been on this medicine - I cant remember a complete week with no migraines ",Adverse,Divalproex,1
1971,"Everything always so hazy looking, I still have seizures back though they didn't go away  the whole time of about 2 years of being on Depakote",Ineffective,Divalproex,2
1972," I always feel weak and drained, tired all the time ,I switch back and forth from sleepin gway to much to being tired but not able to sleep at all",Adverse,Divalproex,1
1973,"""I have been on Depakote for about two years now, and it has certainly been effective in stopping both Grand mal and Petite mal seizures",Effective,Divalproex,0
1974," I was diagnosed with localization-related epilepsy when I was 21, but this drug is great in that it treats many types of epilepsy",Effective,Divalproex,0
1975," Still, I did experience negative side effects, such as hair loss, a little weight gain, and drowsiness, although all of these were slight enough that they didn't really affect my life",Adverse,Divalproex,1
1976," Because Depakote isn't ideal for young women like myself, my doctor suggested I try another drug",Ineffective,Divalproex,2
1977,"  I've had 4 migraines during this time, which is less than before the Depakote ER",Effective,Divalproex,0
1978,I've had a little weight gain,Adverse,Divalproex,1
1979,The problem is I'm on weight watchers and should be losing weight,Adverse,Divalproex,1
1980,There have been times where my hands have felt shaky (similar to too much caffeine intake),Adverse,Divalproex,1
1981,I think its also effecting my vision,Adverse,Divalproex,1
1982,I'm going to call the doctor and ask to switch to something else,Ineffective,Divalproex,2
1983,Basically its helped reduced my migraine frequency but not enough to live with the side effects,Adverse,Divalproex,1
1984,"
I did see improvements in my mood, but I also experienced weight gain
due to the side effect of always feeling hungry",Adverse,Divalproex,1
1985," Also, I never felt 
the signal from my stomach telling me that it was time to stop eating 
and that I was full",Adverse,Divalproex,1
1986,"""Depakote ER is the only medicine I can take for my bi-polar",Effective,Divalproex,0
1987,I have side effects to every medicine I've been on for bi-polar,Adverse,Divalproex,1
1988,It really bothers my stomach,Adverse,Divalproex,1
1989,It doesn't do much for depression,Ineffective,Divalproex,2
1990," The Depakote made me feel like a zombie for months, until it brought me back down to ""normal""",Adverse,Divalproex,1
1991,It has saved me,Effective,Divalproex,0
1992,Luckily no significant weight gain besides 10 lbs I lost being manic!) but I do work out and try to eat healthy,Effective,Divalproex,0
1993,"""I took this at night per my doctor, and about the 3rd week I noticed a huge change in my energy and I started having severe muscle cramping and weakness",Adverse,Divalproex,1
1994,I woke up in the morning feeling beat up and muscle soreness everywhere,Adverse,Divalproex,1
1995,It didn't really help with my issue either,Ineffective,Divalproex,2
1996,"""Honestly this medicine has saved my life! I went from having multiple long lasting episodes of mania to none",Effective,Divalproex,0
1997,Ya i still get the thoughts but im relaxed and able to make conscious choices now that im on it,Effective,Divalproex,0
1998," The only negative side affect is the hair loss but its temporary, but so worth it",Effective,Divalproex,0
1999," Nothing is better than feeling like you are in control of yourself,  and this medicine does this for you dont be scared to ask your doctor about it!""",Effective,Divalproex,0
2000,"""Very fast onset to terminate mania""",Effective,Divalproex,0
2001,"""this medicine works fairly well, i take the appropriate dosage, no complaints but weight gain",Effective,Divalproex,0
2002,"""Very good for helping with migraines but if you're prone to weight gain, be careful or reconsider",Effective,Divalproex,0
2003,I have gained about 30 pounds in 5 months,Adverse,Divalproex,1
2004,I struggle with depression so gaining weight is not something that I'm dealing with in a good way,Adverse,Divalproex,1
2005,(Just a word of warning about the weight gain),Adverse,Divalproex,1
2006,"""Good medicine",Effective,Divalproex,0
2007,I wet the bed a couple nights a week on this med because it knocked me out,Adverse,Divalproex,1
2008,It takes a while to get used to but it's overall not that bad of a med,Effective,Divalproex,0
2009,Works well for mania,Effective,Divalproex,0
2010,"""Divalproex 500 mg taken 2 times daily along with Welbutrin 75mg 2 times daily has been a life changer for me",Effective,Divalproex,0
2011,I have tolerated both medication well,Effective,Divalproex,0
2012,The divalproex did not cause any weight gain,Effective,Divalproex,0
2013," It was a 6 to 8 week process, but well worth it",Effective,Divalproex,0
2014,I would highly recommend the combination to anyone with mild bipolar,Effective,Divalproex,0
2015,"""I've noticed while on divalproex sodium ER that my mood swings have been fluctuating more frequently",Adverse,Divalproex,1
2016,I've also noticed that since they've changed from the grey to the white pills I have been experiencing depression and anger frequently,Ineffective,Divalproex,2
2017," I did well on Depakote ER, now with the white pills I am barely able to reach a therapeutic range",Effective,Divalproex,0
2018,"""I gave this drug a 4 because of what it did to me, and what they didn't mention at the time, also because what it did to a friend of mines daughter, as far as a seizure drug and mood stabilizer a perfect drug",Effective,Divalproex,0
2019,controls most seizure in people,Effective,Divalproex,0
2020,No one said it could affect my bone density at the time,Adverse,Divalproex,1
2021,I am not happy,Ineffective,Divalproex,2
2022,I have multiple back issues now and spinal fractures,Adverse,Divalproex,1
2023,They did not heal correctly and I am in constant pain,Ineffective,Divalproex,2
2024,"""By chance I started taking Depakote around the time that my SAD normally kicks in and after a month it had stopped it dead in it's tracks; no depression and only very mild manic episodes",Effective,Divalproex,0
2025,I'm also now experiencing a sense of inner calm and mental clarity than I ever thought possible,Effective,Divalproex,0
2026," No side effects other than vivid dreams and some weight gain, which is par the course for me this time of year anyway and a small price to pay for the improvements I'm seeing",Effective,Divalproex,0
2027,My mood and depression were helped and it knocked out my migraine headaches completely,Effective,Divalproex,0
2028,I experienced so many horrible side effects though,Adverse,Divalproex,1
2029," I gained 50 pounds in the six months I was on this, I lost my hair, I developed tremors that have not completely subsided, I had horrible stomach problems, heartburn, it made me extremely lethargic, libido was gone",Adverse,Divalproex,1
2030,This was just my experience with Depakote and if it weren't for all of the side effects I would have stayed on this medication,Adverse,Divalproex,1
2031,The only side effects were nausea and anxiety for the first day or two,Adverse,Divalproex,1
2032,I've never had weight gain as a result of it and notice no ill effects with light drinking,Effective,Divalproex,0
2033,I immediately went back on Depakote and haven't had an issue since,Effective,Divalproex,0
2034,Really couldn't be more satisfied with this medicine,Effective,Divalproex,0
2035,"""Depakote turned me into a moody mad man not knowing who I would be from one minute till the next",Adverse,Divalproex,1
2036,Am off it now and mood has stabilized,Effective,Divalproex,0
2037,"""Medication was very effective at controlling silent migraines but long term use (more than 10 years) has resulted in a 60 pound weight gain, hair loss and shakiness",Adverse,Divalproex,1
2038,Recently have felt very fatigued and confused,Adverse,Divalproex,1
2039,It's amazing! I've slept great! No side effects,Effective,Divalproex,0
2040,No mood swings,Effective,Divalproex,0
2041,I feel very balanced,Effective,Divalproex,0
2042,Finally! The right med! I say,Effective,Divalproex,0
2043," Give it a chance if U suffer from severe Bipolar, mood swings, anxiety/panic attacks, sleep disorder",Effective,Divalproex,0
2044,This is working,Effective,Divalproex,0
2045,People close 2 me say I'm a lot calmer now,Effective,Divalproex,0
2046,More rational,Effective,Divalproex,0
2047,Were as b4 I'd quickly lash out! Not now,Effective,Divalproex,0
2048,As long as I took my medicine and didn't drink as much as before and got regular sleep I did not have any seizures,Effective,Divalproex,0
2049,Anyway as long as I take it daily and control any other factors that could cause a seizure I'm seizure free,Effective,Divalproex,0
2050,I've never had a seizure while taking this,Effective,Divalproex,0
2051,First side effects were slight hair loss which stopped,Adverse,Divalproex,1
2052,But I did gain weight,Adverse,Divalproex,1
2053,"""This to me is a wonder drug",Effective,Divalproex,0
2054,"""I had vivid dream on Depakote",Adverse,Divalproex,1
2055,"""This medicine has been faithful to me and my seizures",Effective,Divalproex,0
2056," Migraine stopped within a day but then started blotching on face and chest, having allergic reaction",Adverse,Divalproex,1
2057," After stopping, got HUGE rebound headache",Adverse,Divalproex,1
2058," Went in for my 1st time of Depacon via IV, which made me loopy, nauseous, uncomfortable",Adverse,Divalproex,1
2059,Migraine was pretty much gone,Effective,Divalproex,0
2060,Made me feel a little loopy but OK,Adverse,Divalproex,1
2061," So first night I was restless, nutty dreams but slept",Adverse,Divalproex,1
2062," awake and cleaned house, folded clothes, etc",Effective,Divalproex,0
2063,Not tired yet at 5 pm,Effective,Divalproex,0
2064,The 5 months I took it in 2016 I noticed I had less ocd and insomnia,Effective,Divalproex,0
2065,My hair got thinner but not so badly and also I felt like I couldn't do activities that requested an intellectual effort,Adverse,Divalproex,1
2066,"

The seconde time I took it for a period of about two months I didn't feel like it slowed me down like the first time, but my hair lost was worse and it made me very hungry",Adverse,Divalproex,1
2067,I discontinued it because the hair lost was too much,Adverse,Divalproex,1
2068,However it still helped with my ocd and calmness,Effective,Divalproex,0
2069,"""I was in a manic state, unable to sleep, racing thoughts",Adverse,Divalproex,1
2070,"  This was a miracle drug for me!  My manic state dissipated, along with the severe anxiety",Effective,Divalproex,0
2071,I was able to sleep,Effective,Divalproex,0
2072,"""I have been on Depakote for 4 years now and I haven't had an episode of Hypermania",Effective,Divalproex,0
2073,This has changed my life,Effective,Divalproex,0
2074,I have gained about 40 pounds but it is a small price to pay for the positive changes,Effective,Divalproex,0
2075,It has definitely helped my mania,Effective,Divalproex,0
2076,But I'm still very depressed,Ineffective,Divalproex,2
2077,I've been having very vivid nightmares,Adverse,Divalproex,1
2078,My side effects are pretty much exactly what I've been told and read up on,Adverse,Divalproex,1
2079,With the exception of the bad dreams,Adverse,Divalproex,1
2080,Blood work must be fine,Effective,Divalproex,0
2081,So far so good,Effective,Divalproex,0
2082,"""It did do okay for my seizures but I ended up with so many of the side effects it was unbelievable",Adverse,Divalproex,1
2083,"""My moods are better controlled",Effective,Divalproex,0
2084,I feel more emotionally stable and physically calm,Effective,Divalproex,0
2085,My husband has noticed a huge change in my moods and patterns,Effective,Divalproex,0
2086,Depakote is working great I am finally myself! Yes it makes me hungry I just keep my calorie count the same,Effective,Divalproex,0
2087," With how well it works I'd take some curves and feel this awesome any day!!""",Effective,Divalproex,0
2088,I had no problem with gain weight,Effective,Divalproex,0
2089,I do however find I tend to be a little more moody but less frequently,Adverse,Divalproex,1
2090,Seems to be a decent cocktail,Effective,Divalproex,0
2091," Not too potent, and not under effective",Effective,Divalproex,0
2092,I like how it does not create a sedative effect like antipsychotics,Effective,Divalproex,0
2093,"""For prevention, I give Depakote a 10 ",Effective,Divalproex,0
2094,I went 14 days without a headache for the first time in 10  years,Effective,Divalproex,0
2095,Then the weight gain started,Adverse,Divalproex,1
2096,"My weight (at 6' tall for a female) had never gone over 190, on Depakote it skyrocketed to 262 lbs",Adverse,Divalproex,1
2097,Not nice!  I told my neurologist who told me it was all in my head,Ineffective,Divalproex,2
2098,"""It made my bi polar disorder worse, I had bad ringing in my ears also my heart rate increased",Ineffective,Divalproex,2
2099,But it wasn't  worse then when my hallucinations got so much worse then they already are,Ineffective,Divalproex,2
2100,Immediately I saw some harsh side effects,Adverse,Divalproex,1
2101,To begin with she has a very petite frame and dropped 9 pounds and now weighs 62 pounds,Adverse,Divalproex,1
2102,My daughter started vomiting with the high dose,Adverse,Divalproex,1
2103,She hasn't slept a normal nights sleep in a long time,Adverse,Divalproex,1
2104,She never wants to eat which has caused her dramatic weight loss,Adverse,Divalproex,1
2105," She experiences nausea, vomiting, irritability, and many more side effects",Adverse,Divalproex,1
2106,"""Got on it for migraines, it worked great for the first 8 months",Effective,Divalproex,0
2107," The last 4 months I've gotten depressed, panic attacks",Adverse,Divalproex,1
2108,I lost weight so weight gain wasn't an issue but I've always had issue with weight loss and not gaining,Adverse,Divalproex,1
2109,Made me lose appetite a lot and I was never thirsty either,Adverse,Divalproex,1
2110,"""I am on the 500 X 2 ER and people tell me I'm alot more calmer and they see the change, I guess I was on the depressed side of the spectrum",Effective,Divalproex,0
2111," At first I was severely drowsy, but after about seven months in it kicks in",Adverse,Divalproex,1
2112,As far as weight gain goes same there no changes,Effective,Divalproex,0
2113,Hair loss,Adverse,Divalproex,1
2114,After a day of 2 on Divalproex my headaches were gone,Effective,Divalproex,0
2115," again in a month because I still feel like I need something stronger, and there needs to be some kind of adjustment so that it last all day",Ineffective,Divalproex,2
2116,"""Worked well to keep me stable but caused significant weight gain 50 pounds",Effective,Divalproex,0
2117,"""I was on Depakote sprinkle for many years and no problem (other than having to take way more than adult ones)",Effective,Divalproex,0
2118,Now on adult Depakote I have seizures in my sleep and my blood work is normal,Effective,Divalproex,0
2119," I immediately  went to the library and checked the side effects, which were considerable",Adverse,Divalproex,1
2120,I don't believe I am suffering from any side effects of this drug,Effective,Divalproex,0
2121,"""Been on Depakote for 6 months and gained 30 pounds, now with the disorder I worry about my weight like crazy",Adverse,Divalproex,1
2122,Beginning to wonder if it's all worth it,Ineffective,Divalproex,2
2123,I do notice I never want to argue with anyone at work and at home I'm quiet 24/7,Effective,Divalproex,0
2124,"""I use Depakote 500 mg twice daily, and felt improvement in the first 10 days, my mood is stable and my severe anxiety has disappeared",Effective,Divalproex,0
2125,Also I see improvement in OCD and I now can better focus,Effective,Divalproex,0
2126,"""This has worked better then anything else I've tried",Effective,Divalproex,0
2127,I have gained weight though and I still get the flashes of light and dark spots,Adverse,Divalproex,1
2128,Depakote has literally been my life saver,Effective,Divalproex,0
2129," Though not a lot, it is the perfect dose for me",Effective,Divalproex,0
2130,I am so much calmer and feel a better type of me than I have in so long,Adverse,Divalproex,1
2131,I used to be completely anti-meds but when you actually seek treatment and get the right medications it's a life saver! I take 750mg of depakote and 30mg  of celexa,Effective,Divalproex,0
2132,My only downside with this med is the weight gain,Adverse,Divalproex,1
2133,I do also sometimes get blurry eyes randomly,Adverse,Divalproex,1
2134,The benefit of the medicine and the mental clarity I get is amazing and extremely worth it,Effective,Divalproex,0
2135,Taking Depakote ER and Carbatrol ER  seems to be only meds that work for me,Effective,Divalproex,0
2136," some side effects nothing I can't handle, better than having seizures all day",Effective,Divalproex,0
2137," (tired, sometimes depressed, trembles, jerks)",Adverse,Divalproex,1
2138,"""It made my hair fall out",Adverse,Divalproex,1
2139,This medication was great because it made the rapid thoughts and anxiety go away,Effective,Divalproex,0
2140," However if you're an athlete like I am, I found this difficult as it caused extreme fatigue to the point where I was a couch potato not wanting to do anything",Adverse,Divalproex,1
2141,I gained 10 pounds in the first month and found it exhausting to run even a mile where I'm accustomed to running much more,Adverse,Divalproex,1
2142,"""I have been on Depakote ER 1000mg for 2 months and it has almost solved my migraine problem",Effective,Divalproex,0
2143,"  I still get a few slight nagging headaches, which are easy to treat with ibuprofen",Adverse,Divalproex,1
2144,The side effects of stomach upset and fatigue seem to be improving,Effective,Divalproex,0
2145,"  I think I notice some weight gain, maybe too early to tell",Adverse,Divalproex,1
2146,So far so good,Effective,Divalproex,0
2147,I'm happy with this medication,Effective,Divalproex,0
2148,Things are looking up,Effective,Divalproex,0
2149,"""I gained 50 lbs on Depakote, also makes me lazy, since 2007",Adverse,Divalproex,1
2150,I went from 210lbs to 304lbs,Adverse,Divalproex,1
2151," A little bit lethargic, but this seems to have stabilized me the best",Effective,Divalproex,0
2152,"""General tiredness with the medication but no manic episodes",Effective,Divalproex,0
2153,I guess the trade-off is fair,Effective,Divalproex,0
2154,"""It is almost perfect for me except for the memory loss, swollen ankles, feet, legs, hands and face",Effective,Divalproex,0
2155,It helps a lot with my anxiety and brain fog,Effective,Divalproex,0
2156," I almost ""Feel normal"" on it",Effective,Divalproex,0
2157,I'd never had any other medication so cannot compare it to anything else but without it I don't think I would be here now,Effective,Divalproex,0
2158,I got that bad with my mood swings becoming so severe,Adverse,Divalproex,1
2159," Yes, I've put on a little weight but I'd rather that than go back to how I was",Ineffective,Divalproex,2
2160," Yes at times I'm still hyper and then exhausted for a few days, still better than being erratic and bouncing off the walls for days/weeks on end",Effective,Divalproex,0
2161,I know it wont work for everyone but I'm doing much better with it,Effective,Divalproex,0
2162,I started out great on the 250mg,Effective,Divalproex,0
2163," I gained 13lbs again, irritable a lot, etc",Adverse,Divalproex,1
2164,I started feeling the effects of my antidepressants as they made me feel too euphoric and unhinged,Adverse,Divalproex,1
2165,"  There are days when I feel as though I can conquer the world and nothing can stand in my way and days when I feel low, as though the world is on top of me",Adverse,Divalproex,1
2166,"  Sometimes, I can laugh and then cry out of nowhere",Adverse,Divalproex,1
2167,It's like a roller-coaster ride that seems to get out of control,Adverse,Divalproex,1
2168,"""This medication has kept me stable for 4 years",Effective,Divalproex,0
2169,So I went back down to 700mg and had another manic episode,Ineffective,Divalproex,2
2170," The only side effects I had were major hair loss, slight tremors, and nausea",Adverse,Divalproex,1
2171," All of which have passed within a year""",Effective,Divalproex,0
2172,At this point I can't really point out the side effects since I've been using it for so long,Adverse,Divalproex,1
2173,Being tired is probably one of them,Adverse,Divalproex,1
2174,Also blurry eyesight occasionally,Adverse,Divalproex,1
2175," So I did, when changed to 500mg it made me crazy, nutty, mean and intolerable",Adverse,Divalproex,1
2176,I have been normal and perfectly stable ever since,Effective,Divalproex,0
2177," This medicine has been a lifesaver!""",Effective,Divalproex,0
2178,"""For two months now, Depakote ER has cured my migraines, which were occurring approximately two to three times a week, lasting between one to three days each",Effective,Divalproex,0
2179,"  I had some of the blurred vision and trembling side effects, but the worst has been the weight gain, 10 pounds in two months, when I normally never, ever gain weight",Adverse,Divalproex,1
2180,"""I was a Zombie and gained so much weight",Adverse,Divalproex,1
2181,"""It did help a bit, but you really have to watch out for side effects",Adverse,Divalproex,1
2182,It made me very violent without realizing it,Adverse,Divalproex,1
2183,I went from having migraines at least monthly to 1 or 2 a year,Effective,Divalproex,0
2184,The last count was I hadn't had any for over 2 years,Effective,Divalproex,0
2185,Now just  recently I started having migraines more frequently,Ineffective,Divalproex,2
2186,I have experienced some weight gain but not sure if it's the aging process or the meds,Adverse,Divalproex,1
2187,"""i have been using depakote for over one year and it has helped me with my manic episodes, i have not had any since i started the medicine, it does not however do much in regards to racing thoughts and helping me stay positive",Effective,Divalproex,0
2188,"  hoping for a cure : )""",Ineffective,Divalproex,2
2189,"""Lethargy, weight gain, depression, headaches, muscle aches, nausea""",Adverse,Divalproex,1
2190,"""I was on Depakote for 17 years with little to no breakthrough seizures",Effective,Divalproex,0
2191,I have not found another medication that has been as effective as Depakote,Effective,Divalproex,0
2192,My neck grew all screwed up and I often woke up with headaches on one side of my head and behind my eyes and across my forehead,Adverse,Divalproex,1
2193,I always felt nauseated but had to put starches in my stomach to cushion the ibuprofen I was gobbling,Adverse,Divalproex,1
2194,My headaches were less right away and no side affects,Effective,Divalproex,0
2195,"  
It does what it is supposed to do",Effective,Divalproex,0
2196,"  I had no more seizures; however, I gained over 20 lbs quickly",Effective,Divalproex,0
2197,"  The weight came back off once I was off the Depakote, but you will most likely put on weight with this medication",Adverse,Divalproex,1
2198,"  For whatever reason, I did not respond to Depakote as a mood stabilizer",Ineffective,Divalproex,2
2199,"  The problem is that while taking this medicine, I gained 30 pounds, as I constantly felt hungry",Adverse,Divalproex,1
2200,I was warned ahead of time that this tends to keep the brain from perceiving fullness (or something to that effect),Adverse,Divalproex,1
2201,The weight gain created an entirely new aspect of depression,Adverse,Divalproex,1
2202,Just something to keep in mind if you're just starting it and weight gain is an issue,Adverse,Divalproex,1
2203,"""Depakote twice a day worked for the headache, but made me so anxious that I could barely function",Adverse,Divalproex,1
2204,Once a day is not working for headache,Ineffective,Divalproex,2
2205,Guess I have to try something else,Ineffective,Divalproex,2
2206,"""I am not very fond of Depakote",Ineffective,Divalproex,2
2207,When I took it it didn't improve my moodswings that much,Ineffective,Divalproex,2
2208,In the beginning it made me nauseous & caused my hair to fall out,Adverse,Divalproex,1
2209," No, I didn't go bald, but it thinned out my hair enough that my hairstylist noticed",Adverse,Divalproex,1
2210," Eventually, my hair stopped falling out, but I gained a lot of weight & I had very bad tremors & bad coordination",Adverse,Divalproex,1
2211,I am stable apart from a couple of days a month where I am very down,Effective,Divalproex,0
2212,Reading the reviews I am totally relieved to hear that other people just don't feel full on this medicine- I am constantly hungry,Adverse,Divalproex,1
2213,I never feel full and eat and eat,Adverse,Divalproex,1
2214,I have gained 28lbs since starting to take this medicine and I'm really trying to lose it but it's tough going to be honest,Adverse,Divalproex,1
2215,Better than me being mad though,Effective,Divalproex,0
2216,"""One dose sent me to the ER with a horrible dystonic reaction",Adverse,Divalproex,1
2217,"""Dosage 250mg 1/c daily initially caused drastic strain on liver and overwhelming sedation",Adverse,Divalproex,1
2218," 30days of 125mg 2/c daily significantly reduced liver and kidney pain while improving emotional stability, depression, impulsivity & patience with interpersonal relationships",Effective,Divalproex,0
2219,"  I've had no issues with my liver, however; I do bruise easily",Adverse,Divalproex,1
2220,Since then I have returned to a relatively normal life,Effective,Divalproex,0
2221,"""This medicine has been generally been quite effective in controlling my seizures, once I controlled for other factors like sleep, caffeine, etc",Effective,Divalproex,0
2222,"  I gained 10% or so of my body weight in the winter, but I'm pretty confident if I work harder I can reverse that (by more regular workouts and more careful fat and especially carb intake)",Adverse,Divalproex,1
2223," I haven't experienced the weight loss side effect, but did lose a lot of hair at first",Adverse,Divalproex,1
2224,I would give it 10 stars except for the hair loss,Effective,Divalproex,0
2225,"  Yes, I experienced the side effects of tingling in my fingers & toes sporadically",Adverse,Divalproex,1
2226,No headache! I did gain 15-20 pounds in the first 3 months- I was well aware of the possible weight gain,Effective,Divalproex,0
2227,Weight gain is well worth it - when the alternative is migraines,Effective,Divalproex,0
2228,Can't complain,Effective,Divalproex,0
2229,"""So weird everyone complains of weight gain",Adverse,Divalproex,1
2230,This drug (divaproex sodium) makes me lose weight to the point it's actually a bit alarming,Adverse,Divalproex,1
2231,"

Appetite completely gone",Adverse,Divalproex,1
2232,I don't work out or exercise ever and have dropped 12 pounds in 3 days,Adverse,Divalproex,1
2233,"

It actually usually gets so bad I have to go talk to my doctor about my weight loss",Adverse,Divalproex,1
2234,"

This drug is a major weight loss drug from me",Adverse,Divalproex,1
2235,I know everytime I start it it's a given I will be losing 10 pounds minimum,Adverse,Divalproex,1
2236,"
Good for mood",Effective,Divalproex,0
2237,"  I notice weight gain (though could be due to less nightly manic behavior and age), some upset stomach at times, overall, I think it stabilizes me",Adverse,Divalproex,1
2238,"  Otherwise feel quite lethargic, apathetic, less motivated",Adverse,Divalproex,1
2239,I tend to feel more like I am depressed when taking this medicine,Adverse,Divalproex,1
2240,I gained 35pounds in the first month,Adverse,Divalproex,1
2241," Its a great mood stabilizer,  but it only works part of the time",Effective,Divalproex,0
2242,"  I have the shakes ,acne , vision problems from it",Adverse,Divalproex,1
2243,I took topimax before it was great but I got kidney stones from it,Adverse,Divalproex,1
2244," I need to get another med that actually works!""",Ineffective,Divalproex,2
2245,"""After being on Depakote Er for 8 months, it was really effective in reducing the migraines",Effective,Divalproex,0
2246," As side effects, I never gained one single pound, but the hair loss was just unbearable",Adverse,Divalproex,1
2247,I lost half of all my hair,Adverse,Divalproex,1
2248," I had to stop taking it, unfortunately",Ineffective,Divalproex,2
2249," Before Depakote, I stayed one month having headaches every single day, had to stay in bed, couldn't even walk, and I felt like I reached the lowest point in my life, I wouldn't be able to live with the pain anymore, I had no life",Effective,Divalproex,0
2250,After 2 weeks on Depakote er 500mg I started getting better,Effective,Divalproex,0
2251,I was having only 8/10 per month,Effective,Divalproex,0
2252," Now I'm on topiramate for 2 weeks, the hair is still falling a lot and the migraines are back, almost everyday",Ineffective,Divalproex,2
2253,My headaches finally went away after a year and a half of chronic migraines,Effective,Divalproex,0
2254,Free for 7 months but my headaches have returned now,Ineffective,Divalproex,2
2255," I've also gained 10 pounds since I started the medication, had some hair loss at the beginning and I do have a problem with constant anxiety",Adverse,Divalproex,1
2256,most of them didn't work AND caused severe side effects,Adverse,Divalproex,1
2257,None of the new drugs worked on me,Ineffective,Divalproex,2
2258,Depakote has been amazing,Effective,Divalproex,0
2259,I can think a lot more clearly and I'm still me - just a lot more toned down,Effective,Divalproex,0
2260," I've had no negative side effects except a slight tremor, but I'm also on xanax for severe anxiety, so its only noticeable when it's time for that",Adverse,Divalproex,1
2261," No weight gain, either",Effective,Divalproex,0
2262," In fact, my appetite decreased",Adverse,Divalproex,1
2263," I haven't gained or lost, really",Effective,Divalproex,0
2264,"  He was becoming agitated, he was loosing his memory, he had no energy",Adverse,Divalproex,1
2265,"  He had gotten to the point that he made terrible decisions, he was depressed often, he was confused and was loosing his memory and his ability to talk and remember words",Adverse,Divalproex,1
2266,"   I'm sorry, but the benefits of controlling seizures was not worth this",Adverse,Divalproex,1
2267,"""Didn't realize how great it was till it was gone",Effective,Divalproex,0
2268," I was on it for 3-5 months @1250mg and had Excessive Weight gain, insatiable hunger,,,BUT Worth it! I was productive, positive, stabilzed, making plans and following thru",Effective,Divalproex,0
2269,My last blood work was best its ever been,Effective,Divalproex,0
2270,I ballooned from 120lbs to 210lbs in that space of time,Adverse,Divalproex,1
2271," I was not warned that this medicine has the potential to cause massive weight gain, and she insisted to me that the gain was nothing to do with the drug",Adverse,Divalproex,1
2272," Don't notice any beneficial effects from this medicine hair loss, nails breaking below the quick, hand and body tremors, forgetfulness, being abstract and far away, irregular sleep patterns",Adverse,Divalproex,1
2273,This medication has been a life saver (literally) for me,Effective,Divalproex,0
2274,It has helped keep my emotions in check,Effective,Divalproex,0
2275,My psychiatrist started me on a low dose of that medication so I wouldn't get a deadly rash,Adverse,Divalproex,1
2276,My emotions were all over the place and I was miserable,Adverse,Divalproex,1
2277,At first this medication made me sluggish and hungry,Adverse,Divalproex,1
2278,I gained 5 lbs in the first 2 weeks,Adverse,Divalproex,1
2279,Three pounds have come off without trying,Effective,Divalproex,0
2280," Each person is different, but this has really worked for me",Effective,Divalproex,0
2281,"  It's been 15 days I think it's ok, but when I lay down I feel like weights are holding me to the bed and I seem to get disorientated as to my location in the house ( weird right",Adverse,Divalproex,1
2282,"""I have been diagnosed with absence seizures and have had several Grand Mals for 6 years now, but have been seizure-free for 4 years, after being put on Depakote ER",Effective,Divalproex,0
2283,I went through 2 prior doctors and twice as many medicines before finding the right one,Effective,Divalproex,0
2284," If taken in the morning, I get nauseous and I'm always tired, but otherwise, no problems",Effective,Divalproex,0
2285,"""Best med I've been on for Bipolar I",Effective,Divalproex,0
2286," I take 500mg (delayed-release) twice a day and, along with 80mg of Latuda, I haven't felt this stable or anxiety-free since I can remember",Effective,Divalproex,0
2287," I'm not dulled out, back to my normal, serene self",Effective,Divalproex,0
2288," Depakote is known to work wonders for mania, and I can attest to this effect being noticeable right away",Effective,Divalproex,0
2289," I have gained a few pounds but I'm too happy with how calm, collected, and lucid I feel to think about letting Depakote go",Effective,Divalproex,0
2290," No other side effects, and I don't find it highly sedating -- guess I'm one of the lucky ones",Effective,Divalproex,0
2291,Doctor put me on 250mgs Depakote and so far I am down to one migraine a month with no side effects from the Depakote - that I can tell,Effective,Divalproex,0
2292,"  I call that a win!""",Effective,Divalproex,0
2293,I was on it for a month with no big migraines unless I had my trigger food,Effective,Divalproex,0
2294," Then I realized I gained 5 pounds, was tired all the time and broke out like I had never been before",Adverse,Divalproex,1
2295,Medicine works for migraines but has terrible side effects,Adverse,Divalproex,1
2296," Had to stop taking""",Ineffective,Divalproex,2
2297,"""I was on Depakote for many years and in 2001 I had a case of a high fever which was finally diagnosed as Drug Related Hepatitis after 3+ weeks in the hospital and having almost every test under the sun",Adverse,Divalproex,1
2298,Not one single migraine,Effective,Divalproex,0
2299," I was having them 2-3 times a week, and less severe tension headaches daily",Effective,Divalproex,0
2300,I haven't even had the tension headaches twice now,Effective,Divalproex,0
