Review,Category,Drug
I got that bad with my mood swings becoming so severe,Adverse,Divalproex
" Yes, I've put on a little weight but I'd rather that than go back to how I was",Ineffective,Divalproex
" Yes at times I'm still hyper and then exhausted for a few days, still better than being erratic and bouncing off the walls for days/weeks on end",Effective,Divalproex
I know it wont work for everyone but I'm doing much better with it,Effective,Divalproex
"""Been on for 10 Years",Other,Divalproex
Do have break through seizures every 4-5 years (tonic-clonic),Other,Divalproex
"""My dose was increased to 500mg",Other,Divalproex
I started out great on the 250mg,Effective,Divalproex
I think the 500 is too much for me,Other,Divalproex
" I gained 13lbs again, irritable a lot, etc",Adverse,Divalproex
"""I was just newly diagnosed with bi-polar",Other,Divalproex
I started feeling the effects of my antidepressants as they made me feel too euphoric and unhinged,Adverse,Divalproex
"  There are days when I feel as though I can conquer the world and nothing can stand in my way and days when I feel low, as though the world is on top of me",Adverse,Divalproex
"  Sometimes, I can laugh and then cry out of nowhere",Adverse,Divalproex
It's like a roller-coaster ride that seems to get out of control,Adverse,Divalproex
"  Anyway, I tried the lamotrigine and I could feel that it was stabilizing me, but it caused brain zaps",Other,Divalproex
Now I am on Depakote @ 250 mg twice daily and I feel really good,Other,Divalproex
It just depends on your system,Other,Divalproex
Everyone is different,Other,Divalproex
You have to find what is right for you,Other,Divalproex
"""This medication has kept me stable for 4 years",Effective,Divalproex
I am now 23 and was on 1000mgs at night,Other,Divalproex
I recently went down as my bloodtests came back to high,Other,Divalproex
So I went back down to 700mg and had another manic episode,Ineffective,Divalproex
I am now in the process of finding a antipsychotic to go with it,Other,Divalproex
I have managed to stay 110 lbs for 4 years with a healthy diet and exercise,Other,Divalproex
" The only side effects I had were major hair loss, slight tremors, and nausea",Adverse,Divalproex
" All of which have passed within a year""",Effective,Divalproex
"""I was on this med in Europe before it was available here",Other,Divalproex
(35 years ago)  I was in the clinical trials in the US starting with Depakene and then moving to Depakote and Depakote ER,Other,Divalproex
At this point I can't really point out the side effects since I've been using it for so long,Adverse,Divalproex
Being tired is probably one of them,Adverse,Divalproex
Also blurry eyesight occasionally,Adverse,Divalproex
"
It started out as an anti-convulsant and then was used for other things",Other,Divalproex
"""I am shocked to read the high amount of mg's that people are being started on",Other,Divalproex
Every review I have read about Depakote it's been mainly 1000mg also 500mg,Other,Divalproex
" That just blows my mind! With any medicine you have to be eased into things and adjust from there! I began with 250mg, my Doctor told me that after a few weeks I could adjust it to taking 2 doses (500mg)",Other,Divalproex
Just to play around with it to see if I in fact needed to go higher,Other,Divalproex
" So I did, when changed to 500mg it made me crazy, nutty, mean and intolerable",Adverse,Divalproex
I backed off and on 250mg again,Other,Divalproex
I have been normal and perfectly stable ever since,Effective,Divalproex
I have yet to read a person taking the lowest dosage as a starting point,Other,Divalproex
Start slow and work your way up (if needed),Other,Divalproex
" This medicine has been a lifesaver!""",Effective,Divalproex
"""For two months now, Depakote ER has cured my migraines, which were occurring approximately two to three times a week, lasting between one to three days each",Effective,Divalproex
"  I had some of the blurred vision and trembling side effects, but the worst has been the weight gain, 10 pounds in two months, when I normally never, ever gain weight",Adverse,Divalproex
"  I suppose given the choice, I'll choose the weight gain",Other,Divalproex
Wish I didn't have to choose,Other,Divalproex
"""I was a Zombie and gained so much weight",Adverse,Divalproex
Now I take Lamictal and so much better,Other,Divalproex
"  """,Other,Divalproex
"""It did help a bit, but you really have to watch out for side effects",Adverse,Divalproex
I recommend starting a mood journal if you haven't already while taking this medicine,Other,Divalproex
It made me very violent without realizing it,Adverse,Divalproex
"""I have been suffering from migraines for about 15 years",Other,Divalproex
On average I would have a migraine at least weekly sometimes more,Other,Divalproex
About 8 years ago I started on Depakote,Other,Divalproex
I went from having migraines at least monthly to 1 or 2 a year,Effective,Divalproex
The last count was I hadn't had any for over 2 years,Effective,Divalproex
Now just  recently I started having migraines more frequently,Ineffective,Divalproex
I have experienced some weight gain but not sure if it's the aging process or the meds,Adverse,Divalproex
"""i have been using depakote for over one year and it has helped me with my manic episodes, i have not had any since i started the medicine, it does not however do much in regards to racing thoughts and helping me stay positive",Effective,Divalproex
"  hoping for a cure : )""",Ineffective,Divalproex
"""Lethargy, weight gain, depression, headaches, muscle aches, nausea""",Adverse,Divalproex
"""I was on Depakote for 17 years with little to no breakthrough seizures",Effective,Divalproex
Then I suddenly developed leukopenia and had to be removed from the drug,Other,Divalproex
I have not found another medication that has been as effective as Depakote,Effective,Divalproex
I am presently on Carbatrol and have had breakthrough seizures monthly and after 7 years have again developed leukopenia from it,Other,Divalproex
"""I have had terrible headaches since I was 8 years old and nearly broke my neck in a fall from a bucking horse (0ver 50 years ago)",Other,Divalproex
My neck grew all screwed up and I often woke up with headaches on one side of my head and behind my eyes and across my forehead,Adverse,Divalproex
I always felt nauseated but had to put starches in my stomach to cushion the ibuprofen I was gobbling,Adverse,Divalproex
Then I started taking 125 mg 2/times daiiy of Divalproes DR about a year a go,Other,Divalproex
My headaches were less right away and no side affects,Effective,Divalproex
I'm now taking 250 mg to 750 mg 2/times,Other,Divalproex
Depending on the headache,Other,Divalproex
Getting regular neck adjustments always enables me to reduce back to the 250 mg 2 times daily and I hope to keep it at that level,Other,Divalproex
" """,Other,Divalproex
"""I was on Depakote for 1 year following 3 Grand Mal seizures that had been brought on by starting fluoxetine",Other,Divalproex
"  Fluoxetine, and most SSRIs, carry the risk of seizures",Other,Divalproex
"  They hit me hard and without warning, so I was on Depakote for a year after the final seizure and after stopping fluoxetine",Other,Divalproex
"  
It does what it is supposed to do",Effective,Divalproex
"  I had no more seizures; however, I gained over 20 lbs quickly",Effective,Divalproex
"  The weight came back off once I was off the Depakote, but you will most likely put on weight with this medication",Adverse,Divalproex
"""I would give Depakote a lower rating based on my personal experience with it, but I don't want to skew the overall rating",Other,Divalproex
"  For whatever reason, I did not respond to Depakote as a mood stabilizer",Ineffective,Divalproex
This is surely not the case for everyone,Other,Divalproex
"  The problem is that while taking this medicine, I gained 30 pounds, as I constantly felt hungry",Adverse,Divalproex
I was warned ahead of time that this tends to keep the brain from perceiving fullness (or something to that effect),Adverse,Divalproex
I noticed this within a few days of starting Depakote but continued taking it because I didn't have many other options at the time,Other,Divalproex
The weight gain created an entirely new aspect of depression,Adverse,Divalproex
Just something to keep in mind if you're just starting it and weight gain is an issue,Adverse,Divalproex
"""Depakote twice a day worked for the headache, but made me so anxious that I could barely function",Adverse,Divalproex
Once a day is not working for headache,Ineffective,Divalproex
Guess I have to try something else,Ineffective,Divalproex
"""I am not very fond of Depakote",Ineffective,Divalproex
When I took it it didn't improve my moodswings that much,Ineffective,Divalproex
In the beginning it made me nauseous & caused my hair to fall out,Adverse,Divalproex
" No, I didn't go bald, but it thinned out my hair enough that my hairstylist noticed",Adverse,Divalproex
" Eventually, my hair stopped falling out, but I gained a lot of weight & I had very bad tremors & bad coordination",Adverse,Divalproex
If you do decide to take this medicine make sure your doctor tests your blood regularly,Other,Divalproex
I think you are supposed to have your blood tested every 6 months,Other,Divalproex
"""I take 1000mg a day for Bi-polar II",Other,Divalproex
I first went on this medicine at 200mg back in September last year when I was in a manic episode and was first diagnosed,Other,Divalproex
At that time they also put me on quetiapine and citalopram,Other,Divalproex
I am not just on Epilim,Other,Divalproex
I am stable apart from a couple of days a month where I am very down,Effective,Divalproex
Reading the reviews I am totally relieved to hear that other people just don't feel full on this medicine- I am constantly hungry,Adverse,Divalproex
I never feel full and eat and eat,Adverse,Divalproex
I go to the gym four times a week to try and counteract this though,Other,Divalproex
I have gained 28lbs since starting to take this medicine and I'm really trying to lose it but it's tough going to be honest,Adverse,Divalproex
Better than me being mad though,Effective,Divalproex
"""One dose sent me to the ER with a horrible dystonic reaction",Adverse,Divalproex
"""Dosage 250mg 1/c daily initially caused drastic strain on liver and overwhelming sedation",Adverse,Divalproex
" 30days of 125mg 2/c daily significantly reduced liver and kidney pain while improving emotional stability, depression, impulsivity & patience with interpersonal relationships",Effective,Divalproex
Recommend in conjunction with an antipsychotic for people with BPD/Emotion-Impulse Regulation Dysfunction,Other,Divalproex
"""I was diagnosed Bipolar back in 1993 after the birth of my last child",Other,Divalproex
"  Being the youngest in my family, I was not told of the condition being hereditary",Other,Divalproex
I was prescribed 750 mgs to begin with and and now at 500 mgs a day,Other,Divalproex
"  I cannot attribute any weight gain to Depakote, as at current I am in postmenopause and weight gain is likely",Other,Divalproex
"  I've had no issues with my liver, however; I do bruise easily",Adverse,Divalproex
"  At the time I began Depakote, I was running on overdrive and zapping out, not sleeping, not eating, feeling guilty, anxious, panic attacks, etc",Other,Divalproex
Since then I have returned to a relatively normal life,Effective,Divalproex
I have currently been put on Effexor to help with my postmenopausal symptoms,Other,Divalproex
I'll update you on my progress,Other,Divalproex
"""This medicine has been generally been quite effective in controlling my seizures, once I controlled for other factors like sleep, caffeine, etc",Effective,Divalproex
"  I gained 10% or so of my body weight in the winter, but I'm pretty confident if I work harder I can reverse that (by more regular workouts and more careful fat and especially carb intake)",Adverse,Divalproex
"  """,Other,Divalproex
"""I started Depakote ER 2000mg at bedtime about a year ago after decades of ineffective treatment for depression and anxiety",Other,Divalproex
Depakote proved that I was misdiagnosed: it quickly alleviated my psych,Other,Divalproex
symptoms and allowed me to reduce Xanax XR dose by half and eliminate PRN Xanax,Other,Divalproex
" I haven't experienced the weight loss side effect, but did lose a lot of hair at first",Adverse,Divalproex
The hair seems to be thickening up now,Other,Divalproex
I would give it 10 stars except for the hair loss,Effective,Divalproex
"""I was on Topimax 1000mg a day for approximately 10 years",Other,Divalproex
"  Yes, I experienced the side effects of tingling in my fingers & toes sporadically",Adverse,Divalproex
"  Had a migraine maybe 1 time/year (prior I had 2 migraines a week) Finally, the Topimax became ineffective (body probably was immune) and switched to Depakote 250 mg a day (125 mg in the morning and 125 mg at bedtime)",Other,Divalproex
No headache! I did gain 15-20 pounds in the first 3 months- I was well aware of the possible weight gain,Effective,Divalproex
Weight gain is well worth it - when the alternative is migraines,Effective,Divalproex
Have to weigh pro's & con's,Other,Divalproex
Also I take OTC 5-HTP to combat the fuzziness and such,Other,Divalproex
Can't complain,Effective,Divalproex
"""So weird everyone complains of weight gain",Adverse,Divalproex
This drug (divaproex sodium) makes me lose weight to the point it's actually a bit alarming,Adverse,Divalproex
"

Appetite completely gone",Adverse,Divalproex
I've stopped and started 3-5 times as I never take anything more than a year without stopping,Other,Divalproex
" 

Every time I take it like this week for example I started at 151 pounds 5""7 female",Other,Divalproex
I don't work out or exercise ever and have dropped 12 pounds in 3 days,Adverse,Divalproex
"

It actually usually gets so bad I have to go talk to my doctor about my weight loss",Adverse,Divalproex
"

I can stomach food but it comes out in liquid form within 15 mins and clears my system",Other,Divalproex
"

This drug is a major weight loss drug from me",Adverse,Divalproex
I know everytime I start it it's a given I will be losing 10 pounds minimum,Adverse,Divalproex
"
Good for mood",Effective,Divalproex
"""I've been on DEpakote ER for about 7 years and regularly for 5 years before",Other,Divalproex
I am a rapid cycler I think,Other,Divalproex
Currently prescribed 2000mg/day (1000 in the morning and 1000 in the evening),Other,Divalproex
"  I notice weight gain (though could be due to less nightly manic behavior and age), some upset stomach at times, overall, I think it stabilizes me",Adverse,Divalproex
Caffeine does make me feel more alive when on ER,Other,Divalproex
"  Otherwise feel quite lethargic, apathetic, less motivated",Adverse,Divalproex
I tend to feel more like I am depressed when taking this medicine,Adverse,Divalproex
Will look into combination of Anti-depressive,Other,Divalproex
"  """,Other,Divalproex
"""I ben taking 1,000mg a day ",Other,Divalproex
I split up 500 in morning and 500 at night for 3 months,Other,Divalproex
I gained 35pounds in the first month,Adverse,Divalproex
" Its a great mood stabilizer,  but it only works part of the time",Effective,Divalproex
"  I have the shakes ,acne , vision problems from it",Adverse,Divalproex
I took topimax before it was great but I got kidney stones from it,Adverse,Divalproex
" I need to get another med that actually works!""",Ineffective,Divalproex
"""After being on Depakote Er for 8 months, it was really effective in reducing the migraines",Effective,Divalproex
" As side effects, I never gained one single pound, but the hair loss was just unbearable",Adverse,Divalproex
I lost half of all my hair,Adverse,Divalproex
" I had to stop taking it, unfortunately",Ineffective,Divalproex
" I have always had headaches, since I was a child",Other,Divalproex
" Before Depakote, I stayed one month having headaches every single day, had to stay in bed, couldn't even walk, and I felt like I reached the lowest point in my life, I wouldn't be able to live with the pain anymore, I had no life",Effective,Divalproex
After 2 weeks on Depakote er 500mg I started getting better,Effective,Divalproex
I was having only 8/10 per month,Effective,Divalproex
" Now I'm on topiramate for 2 weeks, the hair is still falling a lot and the migraines are back, almost everyday",Ineffective,Divalproex
"""Taking Depakote for migraine prevention",Other,Divalproex
My headaches finally went away after a year and a half of chronic migraines,Effective,Divalproex
Free for 7 months but my headaches have returned now,Ineffective,Divalproex
" I've also gained 10 pounds since I started the medication, had some hair loss at the beginning and I do have a problem with constant anxiety",Adverse,Divalproex
"""I have been through so many medications it's ridiculous",Other,Divalproex
most of them didn't work AND caused severe side effects,Adverse,Divalproex
" The last one I was on before Depakote was lamotrigine (which really is better for bipolar II, from what I understand)",Other,Divalproex
" I tend to run very manic (and don't have a thyroid anymore - cancer), so my doc and I decided this would probably be my best option",Other,Divalproex
None of the new drugs worked on me,Ineffective,Divalproex
Depakote has been amazing,Effective,Divalproex
I can think a lot more clearly and I'm still me - just a lot more toned down,Effective,Divalproex
" I've had no negative side effects except a slight tremor, but I'm also on xanax for severe anxiety, so its only noticeable when it's time for that",Adverse,Divalproex
" No weight gain, either",Effective,Divalproex
" In fact, my appetite decreased",Adverse,Divalproex
" I haven't gained or lost, really",Effective,Divalproex
"""I used to have a wonderful smart son",Other,Divalproex
"  About 12 years ago, I noticed changes starting to take affect in his life",Other,Divalproex
"  He was becoming agitated, he was loosing his memory, he had no energy",Adverse,Divalproex
I was told this was due to his having so many seizures,Other,Divalproex
"   I just this week, after having a really bad week a few weeks ago, the doctor decided to take him off of this medication in a hospital controlled setting",Other,Divalproex
"  After one day of not taking this medication, I am starting to see the personality of my son come back",Other,Divalproex
"  He had gotten to the point that he made terrible decisions, he was depressed often, he was confused and was loosing his memory and his ability to talk and remember words",Adverse,Divalproex
"   I'm sorry, but the benefits of controlling seizures was not worth this",Adverse,Divalproex
"""Didn't realize how great it was till it was gone",Effective,Divalproex
After 4 years of failed cocktails until I found Depekote with  Zoloft,Other,Divalproex
" I was on it for 3-5 months @1250mg and had Excessive Weight gain, insatiable hunger,,,BUT Worth it! I was productive, positive, stabilzed, making plans and following thru",Effective,Divalproex
Then Liver enzymes high @ 6 mo,Other,Divalproex
and abruptly taken off,Other,Divalproex
Horrible move by panicked Doctor,Other,Divalproex
On my third medicine since and all bad results,Other,Divalproex
Any opinions on Depokote retry while protecting my liver with Milk Thistle & Turmeric,Other,Divalproex
My last blood work was best its ever been,Effective,Divalproex
I have no faith in my Dr and am seeking a new,Other,Divalproex
"""I have taken this medicine for seven years",Other,Divalproex
six of those in conjunction with Zyprexa,Other,Divalproex
I ballooned from 120lbs to 210lbs in that space of time,Adverse,Divalproex
" I was not warned that this medicine has the potential to cause massive weight gain, and she insisted to me that the gain was nothing to do with the drug",Adverse,Divalproex
" Came off the drugs independently for 13 months, 95lbs fell off me easily, but had another episode after that time",Other,Divalproex
Am now on 500mgs Depakote and 10mgs Abilify,Other,Divalproex
" Don't notice any beneficial effects from this medicine hair loss, nails breaking below the quick, hand and body tremors, forgetfulness, being abstract and far away, irregular sleep patterns",Adverse,Divalproex
Want to ask the doctor to try me on Lamictal,Other,Divalproex
"""I was recently diagnosed with Bipolar II",Other,Divalproex
This medication has been a life saver (literally) for me,Effective,Divalproex
It has helped keep my emotions in check,Effective,Divalproex
I took another medication lamicital that caused one continuous headache that never went away,Other,Divalproex
My psychiatrist started me on a low dose of that medication so I wouldn't get a deadly rash,Adverse,Divalproex
My emotions were all over the place and I was miserable,Adverse,Divalproex
My psychiatrist put me on Depakote,Other,Divalproex
At first this medication made me sluggish and hungry,Adverse,Divalproex
I gained 5 lbs in the first 2 weeks,Adverse,Divalproex
Since then I have laid off the snacks and beverages and have since gotten adjusted to the meds (also taking Zoloft),Other,Divalproex
Three pounds have come off without trying,Effective,Divalproex
" Each person is different, but this has really worked for me",Effective,Divalproex
"""I was recently hospitalized during a manic episode",Other,Divalproex
I have been treated for bipolar going on 20 years ( I'm 41),Other,Divalproex
I have been on Zyprexa and other medicines for anxiety,Other,Divalproex
I am a rapid cycler (frequent manic episodes),Other,Divalproex
I have tried all the meds from A-Z,Other,Divalproex
" It's been a awhile since I've tried Depakote, but it's the first thing they put me on in the hospital",Other,Divalproex
"  It's been 15 days I think it's ok, but when I lay down I feel like weights are holding me to the bed and I seem to get disorientated as to my location in the house ( weird right",Adverse,Divalproex
),Other,Divalproex
When I get up all is fine again,Other,Divalproex
" If anyone has experienced this please share, it would really help",Other,Divalproex
"  Let's face it ""regular"" people would freak just having this discussion",Other,Divalproex
"
""",Other,Divalproex
"""I have been diagnosed with absence seizures and have had several Grand Mals for 6 years now, but have been seizure-free for 4 years, after being put on Depakote ER",Effective,Divalproex
I went through 2 prior doctors and twice as many medicines before finding the right one,Effective,Divalproex
" If taken in the morning, I get nauseous and I'm always tired, but otherwise, no problems",Effective,Divalproex
155 lb female on 500 mg once daily,Other,Divalproex
"""Best med I've been on for Bipolar I",Effective,Divalproex
" After 10 years on Lamictal as monotherapy, with continued mania and depression",Other,Divalproex
I was hospitalized and switched to Depakote,Other,Divalproex
I'm sad my doctors didn't try getting rid of the Lamictal sooner,Other,Divalproex
" I take 500mg (delayed-release) twice a day and, along with 80mg of Latuda, I haven't felt this stable or anxiety-free since I can remember",Effective,Divalproex
" I'm not dulled out, back to my normal, serene self",Effective,Divalproex
" Depakote is known to work wonders for mania, and I can attest to this effect being noticeable right away",Effective,Divalproex
" I have gained a few pounds but I'm too happy with how calm, collected, and lucid I feel to think about letting Depakote go",Effective,Divalproex
" No other side effects, and I don't find it highly sedating -- guess I'm one of the lucky ones",Effective,Divalproex
"""50 Year old male, 6'5"" 210 lbs, I have had migraines for ten plus years",Other,Divalproex
I am on 100mgs of Topamax twice a day which gave me four to five migraine a month,Other,Divalproex
Doctor put me on 250mgs Depakote and so far I am down to one migraine a month with no side effects from the Depakote - that I can tell,Effective,Divalproex
"  I call that a win!""",Effective,Divalproex
"""I have been having migraines for 3 years",Other,Divalproex
I took a beta blocker that didn't work,Other,Divalproex
Then got put on Depakote for migraines,Other,Divalproex
I was on it for a month with no big migraines unless I had my trigger food,Effective,Divalproex
" Then I realized I gained 5 pounds, was tired all the time and broke out like I had never been before",Adverse,Divalproex
Medicine works for migraines but has terrible side effects,Adverse,Divalproex
" Had to stop taking""",Ineffective,Divalproex
"""I was on Depakote for many years and in 2001 I had a case of a high fever which was finally diagnosed as Drug Related Hepatitis after 3+ weeks in the hospital and having almost every test under the sun",Adverse,Divalproex
After I was taken off Depakote my fever went down and I lost approximately 15 pounds,Other,Divalproex
"""I've been on Depakote for 2 weeks now",Other,Divalproex
Not one single migraine,Effective,Divalproex
" I was having them 2-3 times a week, and less severe tension headaches daily",Effective,Divalproex
I haven't even had the tension headaches twice now,Effective,Divalproex
I have not gained any weight as of yet either,Effective,Divalproex
"""It's good for mood stabilization, but I want off, I want to switch",Ineffective,Divalproex
My doctors won't listen,Other,Divalproex
" The weight gain is terrible, and I'm exhausted all of the time",Adverse,Divalproex
I feel hopeless and helpless,Ineffective,Divalproex
"""Hair loss, extreme fatigue, weight gain, hands trembling and sometimes ringing in ears",Adverse,Divalproex
"""Started having migraines about ten years ago",Other,Divalproex
The only treatment that has ever worked for me is Depakote,Effective,Divalproex
" Everybody is different, but for me this was a Godsend",Effective,Divalproex
Nothing worked and Topomax was only a temporary solution,Other,Divalproex
The thing is that after a two month regiment my headaches completely went away,Effective,Divalproex
I stopped taking the medication for two or three years before my migraines returned,Other,Divalproex
I went on another regiment and again I went several years without a headache,Effective,Divalproex
" Yes, I did have slight weight gain, and yes it did affect my ability to perform sexually, but I did not have to continue taking it for more than 3 months",Adverse,Divalproex
Cysticercosis as a child and a catalyst of factors cause my headaches,Other,Divalproex
Depakote works,Effective,Divalproex
"""Really intense side effects",Adverse,Divalproex
" Weight gain, zombie like behavior, etc",Adverse,Divalproex
"""It made me cognitively impaired, numb,  have headaches and caused weight gain",Adverse,Divalproex
Plus no energy,Adverse,Divalproex
"""Horrible! I was on it for a month, and quit immediately",Ineffective,Divalproex
I have migraine with aura,Other,Divalproex
My neurologist told me a secret behind closed doors cause he was a cool dude,Other,Divalproex
He said get off all the crap and once the aura comes chug two beers and it will disappear no aura no headache,Other,Divalproex
He swore by it and so do I,Other,Divalproex
"""I'm going to say this",Other,Divalproex
This medication has been a lifesaver for me,Effective,Divalproex
I've been on it for six months now,Other,Divalproex
" I take it for migraines, bipolar, and seizures",Other,Divalproex
" 

No noticeable side effects except for a lot of ear popping",Effective,Divalproex
I am a lot calmer than what I used to be,Effective,Divalproex
My anxiety is still there but it isn't as bad as it was,Effective,Divalproex
I can actually function on this medication,Effective,Divalproex
My family can be around me now,Effective,Divalproex
" 

I used to rapid cycle and have mixed episodes at least ten times a week",Other,Divalproex
Now they're gone,Effective,Divalproex
It's nice to be normal for a change,Effective,Divalproex
No grandiose delusions,Other,Divalproex
No audible delusions,Other,Divalproex
I am a little bit sleepier than normal,Adverse,Divalproex
" But with a change of diet, I'm okay",Effective,Divalproex
No hair falling out,Other,Divalproex
Just the normal hair loss when it comes to the change of weather,Other,Divalproex
"""After years of migraines which continued to get worse",Ineffective,Divalproex
" I was getting them almost everyday, and ending up in the ER several times Depakote has come to the rescue",Effective,Divalproex
" I tried Neurontin, and Topamax both did nothing",Ineffective,Divalproex
It's been several weeks and no headache,Effective,Divalproex
what a relief this has been for me,Effective,Divalproex
I am praying this continues to work,Effective,Divalproex
"""Take 500 mg daily of Depakote",Other,Divalproex
I have taken other epilepsy medications in the past that never caused symptoms quite like Depakote,Other,Divalproex
" Memory loss, tiredness, depression, if I forget to take it boom aura then seizure",Adverse,Divalproex
Or a lot of times a bit after taking it boom severe auras,Adverse,Divalproex
My doctor however still thinks this medication is the best fit for me,Effective,Divalproex
I don't think so,Other,Divalproex
Absolutely hate the side effects of this medication,Adverse,Divalproex
"""Depakote put about 60 pounds on me",Adverse,Divalproex
It did nothing for my mood accept make me a zombie,Adverse,Divalproex
I sat around and did nothing,Adverse,Divalproex
" I had no energy, my skin itched non-stop, I developed migraine headaches and felt plain shitty all over",Adverse,Divalproex
" My muscles ached, stomach/abdomen hurt",Adverse,Divalproex
I complained about it and my doctor upped the dose and I was on 2000 mg xr  when I could not stand it any longer,Other,Divalproex
I took myself off of it and have changed doctors,Other,Divalproex
I hope this one will listen to what I say,Other,Divalproex
"""I have tried Depakote for migraines, as well as Childhood Epilepsy",Other,Divalproex
My son has tried it for Bipolar disorder,Other,Divalproex
" It can and does make me and my son lethargic, can cause an increase in salivation, causes massive weight gain (from 105 to 155lbs)",Effective,Divalproex
" In my opinion, the possible benefits are not worth the side effects",Ineffective,Divalproex
"""Diagnosed 6 years ago as Bipolar 2 after 20 years of being all over the place",Other,Divalproex
" crazy ups/back downs but only ever treated for depression, I was put on a variety of medications in the first year that made me so ill, weight gains/losses, irrational thoughts/ideas, constantly felt ill with colds/flu had to keep changing medications and doses to see if they would work, then given Depakote, wow I felt human again within 2 weeks, settled, calm, clear head no side effects, its done wonders for me that no other got close to, I have my life back""",Effective,Divalproex
"""It cured my seizures I was having every night",Effective,Divalproex
I started taking this drug about a month ago and have gained 15 pounds already,Adverse,Divalproex
I work out every day which didn't make sense to me so I had to look up the side effects,Adverse,Divalproex
This medicine gave me terrible stomach pains no matter what I ate,Adverse,Divalproex
terrible gas and diharea,Adverse,Divalproex
"  Gave me weird dreams, acne, bad pain to the point I couldn't sleep",Adverse,Divalproex
" I woke up feeling terrible every morning, I could go on forever",Ineffective,Divalproex
I'm going to call my doctor to get switched to a different one,Ineffective,Divalproex
"""Works good for migraines, but I experienced hair loss",Effective,Divalproex
"""Was on this drug for about four years with Wellbutrin",Other,Divalproex
The combination worked well for the first three years; however developed severe tremors and other side effects,Adverse,Divalproex
"""I was prescribed this because it is a mood stabilizer",Other,Divalproex
"  In other words, I sank down pretty low in mood with long term stressors such as death of family members and a couple of moves, not going to AA and not being in therapy (ugh)",Other,Divalproex
I started this recently and at 500 mg seemed to be able to sleep,Effective,Divalproex
"  At 1000 mg, I was restless",Ineffective,Divalproex
If I'm feeling low then it's doing what it's supposed to I suppose,Other,Divalproex
I will cut back to the 500 mg and take it in the morning and see if it makes me sleepy or hyper,Other,Divalproex
I take 22 mg of Buspar at night because I was also suffering from anxiety that was not letting me sleep,Other,Divalproex
"  I liked the fact that Depakote works well almost immediately, and I was assured that after three weeks, I should feel ""normal"" again and can quit",Effective,Divalproex
"""Crushed mania fast on 2000 mg/d and currently stable on this dose""",Effective,Divalproex
"""Depakote is helping my anxiety and resulting alcohol abuse",Effective,Divalproex
" It is not a ""cure"" for drinking heavily, it does make it much easier to maintain though",Other,Divalproex
"""This review is on behalf of my 16 year old son",Other,Divalproex
"  Manic Ups and downs for years, between  over the top excitement/happiness (rare and short lived) or anger/violence or full depression /sadness",Adverse,Divalproex
Just trying to help him level out,Other,Divalproex
Has been moved on and off many different medications to try to find a fit,Other,Divalproex
Most recently Dr added depakote to his 900 mg lithium & 15 mg abilify,Other,Divalproex
"  

First four days started with depakote 500 mg; then added another pill to 1000 mg",Other,Divalproex
Started to have digestive issues and tremors but pulled through,Adverse,Divalproex
Increased to 1500 mg 4 days later which led to more tremors and violent vomitting,Adverse,Divalproex
Dr suggested splitting the doses am/pm,Other,Divalproex
Within 2 hours of taking the am dose the next day- same violent vomitting,Adverse,Divalproex
Confirmed no stomach bug,Other,Divalproex
" His body was unable to handle the level of 
Depakote",Ineffective,Divalproex
" Now, No longer taking",Other,Divalproex
"

I've read many positive reviews on this medication , but sadly ours is not one of them due to his  adverse reactions",Adverse,Divalproex
"""I've read many people have been gaining weight from this drug",Adverse,Divalproex
"  This is why it is SO important you care about your health from day one and it should be a part of your lifestyle and regimen, no matter what",Other,Divalproex
"  This way, whatever the side effects are of the medicine, you're on top of your game and won't get hit as hard",Other,Divalproex
"

I've been on many bipolar medications which make you gain weight, but I barely noticed because I work out and eat very healthy",Effective,Divalproex
"  It's of utter importance that you lay down a solid, healthy foundation before and during therapy",Other,Divalproex
The healthy lifestyle will also make the medicine work better,Other,Divalproex
It's common sense,Other,Divalproex
"""I had a strong desire to drive off of the road even with other people in the car",Adverse,Divalproex
Otherwise this worked well but the desire increased the longer I was on it,Effective,Divalproex
"""I currently take Zonegran --I love love love it!!!---

Prior to this I took Depakote--for me this drug sucked-- I was lethargic, my hair fell out in clumps I went from weighing 225lbs to 389lbs  and I developed Sleep apnea",Other,Divalproex
I was taking 500 mg of Depakote four times per day---2000mg of this stuff-- I had several seizures in my sleep one where I fractured my ankle on the bed frame,Adverse,Divalproex
The weight was the worst I could not control it,Adverse,Divalproex
I wish I could submit a picture of myself while being on this stuff,Other,Divalproex
After I got off this drug I lost 160lbs,Adverse,Divalproex
My dad saw the b4 pic and didn't know who I was,Other,Divalproex
" Maybe this works for some, but not for me I would never take this again!!!""",Ineffective,Divalproex
"""I took Depakote for bipolar and the very first night I had very vivid dreams which turned into nightmares and audio visual hallucinations",Adverse,Divalproex
It's been 3 days and my dreams are not back to normal yet,Adverse,Divalproex
"

I've read the reviews and it seems to work for most people",Effective,Divalproex
I haven't gotten a good night's sleep,Ineffective,Divalproex
"

My doctor put me back on Trileptal 300 mgs twice a day",Other,Divalproex
"""I have been using Depakote for nearly eight years now and has kept my mania episodes under control",Effective,Divalproex
The only thing is I have weight gain from using this medication but thats a small price to pay,Adverse,Divalproex
"
thank you""",Effective,Divalproex
"""Taking Depakote for grand mal seizures since I was 12",Other,Divalproex
I'm 28 it has always worked unless I don't take it,Effective,Divalproex
